,ingre_count,is_described,duration,venue_0,venue_1,venue_2,venue_3,container_0,container_1,container_2,container_3,container_4,container_5,container_6,container_7,container_8,container_9
1662,2,0,78,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1663,4,0,75,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1664,3,0,65,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1665,3,0,147,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1666,4,1,114,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1667,4,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1668,4,0,144,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1669,4,0,89,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1670,9,1,442,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1671,5,0,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1672,8,0,129,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1673,5,0,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1674,9,1,37,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1675,1,1,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1676,8,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1677,7,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1678,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1679,6,0,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1680,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1681,0,0,202,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1682,5,1,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1683,2,1,78,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1684,8,1,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1685,0,0,41,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1686,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1687,0,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1688,0,0,138,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1689,0,0,65,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1690,7,0,72,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1691,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1692,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1693,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1694,3,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1695,6,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1696,0,0,46,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1697,0,0,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1698,0,0,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1699,0,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1700,3,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1701,0,0,48,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1702,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1703,2,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1704,3,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1705,3,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1706,2,1,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1707,6,1,345,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1708,2,0,64,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1709,3,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1710,3,1,134,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1711,5,1,335,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1712,11,1,266,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1713,10,1,284,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1714,19,1,430,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1715,3,1,138,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1716,1,0,113,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1717,3,0,101,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1718,12,1,295,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1719,7,1,240,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1720,1,1,290,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1721,2,0,229,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1722,3,0,157,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1723,0,0,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1724,5,1,48,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1725,3,1,38,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1726,2,1,42,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1727,4,1,179,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1728,8,1,39,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1729,8,1,212,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1730,3,1,96,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1731,0,0,557,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1732,6,1,209,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1733,7,1,465,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1734,5,0,87,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1735,2,1,79,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1736,4,1,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1737,2,1,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1738,10,1,448,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1739,1,0,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1740,3,0,296,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1741,0,0,55,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1742,8,0,141,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1743,0,0,108,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1744,4,0,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1745,0,0,34,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1746,0,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1747,0,0,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1748,0,0,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1749,5,0,148,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1750,9,1,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1751,0,0,155,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1752,2,0,91,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1753,5,1,75,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1754,0,0,55,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1755,6,0,78,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1756,2,0,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1757,1,0,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1758,0,0,112,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1759,4,0,136,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1760,3,0,64,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1761,8,1,163,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1762,2,0,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1763,1,0,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1764,0,1,190,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1765,6,0,23,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1766,0,0,45,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1767,2,0,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1768,1,1,92,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1769,6,1,98,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1770,8,1,226,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1771,8,1,77,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1772,8,1,75,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1773,2,0,42,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1774,13,0,46,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1775,2,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1776,6,1,85,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1777,13,1,184,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1778,6,1,223,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1779,6,0,73,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1780,13,1,263,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1781,3,1,82,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1782,3,1,58,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1783,3,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1784,2,0,31,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1785,6,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1786,13,0,184,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1787,3,0,46,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1788,1,1,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1789,5,1,144,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1790,8,1,98,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1791,13,1,82,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1792,8,1,194,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1793,8,1,88,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1794,4,1,76,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1795,7,0,92,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1796,6,0,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1797,2,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1798,2,0,38,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1799,1,0,64,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1800,3,0,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1801,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1802,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1803,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1804,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1805,5,0,112,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1806,3,0,77,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1807,2,0,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1808,3,0,81,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1809,6,0,261,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1810,3,1,39,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1811,2,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1812,1,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1813,5,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1814,3,0,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1815,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1816,3,0,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1817,3,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1818,11,0,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1819,4,0,38,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1820,2,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1821,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1822,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1823,7,0,101,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1824,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1825,0,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1826,5,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1827,7,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1828,3,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1829,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1830,0,1,213,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1831,0,1,213,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1832,0,1,213,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1833,2,0,186,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1834,4,0,43,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1835,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1836,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1837,0,0,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1838,2,0,142,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1839,3,0,37,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1840,0,0,97,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1841,4,1,123,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1842,0,0,69,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1843,6,0,87,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1844,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1845,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1846,4,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1847,2,0,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1848,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1849,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1850,3,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1851,4,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1852,3,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1853,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1854,4,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1855,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1856,4,0,74,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1857,0,1,169,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1858,4,0,57,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1859,2,0,78,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1860,5,0,57,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1861,0,0,68,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1862,2,0,124,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1863,5,0,90,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1864,3,0,91,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1865,0,0,77,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1866,4,0,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1867,3,0,41,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1868,2,0,112,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1869,4,0,42,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1870,2,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1871,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1872,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1873,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1874,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1875,4,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1876,3,1,71,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1877,0,1,39,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1878,3,1,27,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1879,0,1,43,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1880,3,1,37,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1881,4,1,46,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1882,0,1,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1883,0,1,72,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1884,0,1,78,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1885,4,0,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1886,4,1,74,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1887,4,1,116,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1888,0,0,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1889,0,0,55,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1890,0,0,100,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1891,3,0,98,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1892,5,0,185,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1893,5,0,31,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1894,1,0,31,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1895,3,0,31,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1896,3,1,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1897,2,1,150,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1898,7,1,100,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1899,3,1,139,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1900,2,1,51,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1901,2,1,145,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1902,4,0,105,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1903,2,0,82,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1904,5,0,156,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1905,3,0,227,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1906,1,1,175,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1907,4,1,174,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1908,4,1,235,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1909,3,0,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1910,4,0,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1911,3,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1912,2,1,86,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1913,4,1,236,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1914,2,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1915,4,1,93,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1916,3,1,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1917,6,0,142,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1918,6,0,162,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1919,7,0,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1920,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1921,5,0,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1922,1,0,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1923,2,0,52,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1924,4,0,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1925,4,0,70,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1926,6,0,62,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1927,5,1,52,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1928,3,1,39,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1929,3,1,66,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1930,4,1,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1931,4,1,45,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1932,4,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1933,4,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1934,3,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1935,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1936,2,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1937,3,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1938,3,0,98,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1939,5,0,88,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1940,0,0,83,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1941,0,0,83,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1942,0,0,83,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1943,0,0,83,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1944,0,0,83,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1945,0,0,83,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1946,6,0,88,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1947,3,0,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1948,1,0,46,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1949,2,0,48,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1950,3,0,66,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1951,4,0,71,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1952,0,0,175,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1953,1,0,175,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1954,3,0,175,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1955,1,0,46,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1956,4,0,62,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1957,6,0,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1958,4,0,100,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1959,3,0,247,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1960,4,0,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1961,3,0,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1962,4,0,59,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1963,6,1,46,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1964,7,0,57,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1965,2,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1967,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1968,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1969,0,0,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1970,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1971,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1972,2,1,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1973,7,0,48,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1974,3,0,54,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1975,4,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1976,2,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1977,5,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1978,2,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1979,2,0,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1980,1,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1981,6,0,71,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1982,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1983,1,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1984,0,0,59,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1985,0,0,360,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1986,6,0,276,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1987,2,0,162,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1988,3,0,252,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1989,0,0,184,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1990,8,0,102,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1991,4,0,160,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,5,0,175,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,3,0,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,4,0,112,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1995,6,0,174,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1996,7,0,140,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,5,0,121,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1998,2,0,73,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1999,7,0,116,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2000,3,0,159,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2001,6,0,90,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2002,2,0,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2003,7,0,98,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2004,6,0,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,5,0,97,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,8,0,171,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,1,0,315,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,4,1,104,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,4,0,91,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,5,0,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,4,0,145,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2012,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2013,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,6,0,47,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015,0,0,56,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,1,1,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,0,0,73,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2,0,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,5,0,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,4,0,154,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2022,5,0,98,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023,2,0,49,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2024,2,0,36,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025,0,0,234,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2026,5,0,180,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2027,4,0,180,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2028,0,0,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2029,3,0,29,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2030,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2031,0,0,23,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2032,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2033,0,0,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2034,0,0,157,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2035,6,0,288,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2036,4,0,186,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2037,5,0,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0
